0	alstroemeriaceae.n.01
1	liliid_monocot_family.n.01
2	army_attache.n.01
3	military_attache.n.01
4	spalacidae.n.01
5	mammal_family.n.01
6	dominica.n.02
7	island.n.01
8	hippoboscidae.n.01
9	arthropod_family.n.01
10	opaque_gem.n.01
11	gem.n.02
12	hoist.n.01
13	lifting_device.n.01
14	kwajalein.n.02
15	amphibious_assault.n.01
16	orpine.n.01
17	sedum.n.01
18	ambassadorship.n.01
19	position.n.06
20	point.n.17
21	linear_unit.n.01
22	brain_cell.n.01
23	nerve_cell.n.01
24	basics.n.01
25	fact.n.02
26	rope.n.01
27	line.n.18
28	armillaria_caligata.n.01
29	agaric.n.02
30	salvation_army.n.01
31	nongovernmental_organization.n.01
32	natriuresis.n.01
33	symptom.n.01
34	passivity.n.02
35	submissiveness.n.01
36	set.n.03
37	exercise.n.01
38	aldohexose.n.01
39	aldose.n.01
40	fertile_crescent.n.01
41	geographical_area.n.01
42	relaxation.n.02
43	exponential_decay.n.01
44	guerrilla.n.01
45	warrior.n.01
46	right_gastric_artery.n.01
47	gastric_artery.n.01
48	cyrus.n.01
49	prince.n.01
50	good_old_boy.n.01
51	white_man.n.01
52	partita.n.02
53	suite.n.01
54	hypobetalipoproteinemia.n.01
55	hypolipoproteinemia.n.01
56	wisteria.n.01
57	vine.n.01
58	steps.n.02
59	path.n.04
60	dentine.n.02
61	bone.n.01
62	voting_system.n.01
63	legal_system.n.01
64	ostracoda.n.01
65	class.n.07
66	mosaic_law.n.01
67	law.n.01
68	newspaper_editor.n.01
69	editor.n.01
70	occupation.n.05
71	time_period.n.01
72	ardea.n.01
73	bird_genus.n.01
74	operation.n.03
75	activity.n.01
76	hour_angle.n.01
77	distance.n.01
78	tank_iron.n.01
79	plate_iron.n.01
80	holy_water.n.01
81	water.n.01
82	hemstitch.n.01
83	sewing_stitch.n.01
84	series.n.06
85	group.n.01
86	tubercle.n.01
87	lesion.n.01
88	alligatoridae.n.01
89	reptile_family.n.01
90	head.n.26
91	structure.n.04
92	pocketbook.n.03
93	paperback_book.n.01
94	myth.n.01
95	story.n.02
96	black_mangrove.n.02
97	blackwood.n.02
98	perissodactyla.n.01
99	animal_order.n.01
100	fertilizer.n.01
101	chemical.n.01
102	aphrodisia.n.01
103	sexual_desire.n.01
104	inclination.n.01
105	attitude.n.01
106	grape_hyacinth.n.01
107	liliaceous_plant.n.01
108	crystallized_ginger.n.01
109	candied_fruit.n.01
110	saint-mihiel.n.01
111	pitched_battle.n.01
112	reed_grass.n.01
113	grass.n.01
114	dacrymycetaceae.n.01
115	fungus_family.n.01
116	obsessive-compulsive.n.01
117	neurotic.n.01
118	california_four_o'clock.n.01
119	four_o'clock.n.01
120	fern_ally.n.01
121	pteridophyte.n.01
122	flowering_wintergreen.n.01
123	milkwort.n.01
124	plectognath.n.01
125	spiny-finned_fish.n.01
126	effusion.n.01
127	expression.n.02
128	mixed_drink.n.01
129	alcohol.n.01
130	serbian.n.01
131	slav.n.01
132	tamiasciurus.n.01
133	mammal_genus.n.01
134	tageteste.n.01
135	asterid_dicot_genus.n.01
136	silver_jenny.n.01
137	mojarra.n.01
138	forlorn_hope.n.01
139	enterprise.n.01
140	fullback.n.02
141	back.n.09
142	bhagavad-gita.n.01
143	sacred_text.n.01
144	rocker.n.02
145	musician.n.01
146	cottage_cheese.n.01
147	cheese.n.01
148	gun_deck.n.01
149	deck.n.01
150	pasty.n.02
151	patch.n.03
152	telephone.n.02
153	telecommunication.n.01
154	shortwave_diathermy_machine.n.01
155	diathermy_machine.n.01
156	heimdall.n.01
157	norse_deity.n.01
158	wood_aster.n.01
159	aster.n.01
160	uplift.n.02
161	brassiere.n.01
162	neuroscience.n.01
163	neurobiology.n.01
164	countermarch.n.01
165	march.n.02
166	smooth_green_snake.n.01
167	green_snake.n.02
168	proportion.n.05
169	placement.n.01
170	seedcake.n.01
171	cake.n.03
172	hippocampus.n.02
173	fish_genus.n.01
174	dime_novel.n.01
175	novel.n.01
176	anseriform_bird.n.01
177	waterfowl.n.01
178	james.n.07
179	saint.n.01
180	rain_check.n.01
181	promise.n.01
182	plane_seat.n.01
183	seat.n.04
184	green_thumb.n.01
185	forte.n.01
186	eyeful.n.02
187	view.n.03
188	achene.n.01
189	fruit.n.01
190	oil_conservation.n.01
191	conservation.n.02
192	chrome_red.n.01
193	red.n.01
194	leash.n.01
195	restraint.n.06
196	dirty_linen.n.01
197	personal_business.n.01
198	skullcap.n.02
199	herb.n.01
200	mongoloid.n.02
201	idiot.n.01
202	apia.n.01
203	national_capital.n.01
204	polycythemia.n.01
205	blood_disease.n.01
206	omelet.n.01
207	dish.n.02
208	tomato_streak.n.01
209	yellow_spot.n.01
210	form.n.03
211	structure.n.03
212	cystocele.n.01
213	colpocele.n.01
214	pinstripe.n.01
215	suit.n.01
216	gross_domestic_product.n.01
217	value.n.02
218	firkin.n.02
219	keg.n.02
220	dipsacus.n.01
221	hard_copy.n.01
222	matter.n.06
223	frequency_response.n.01
224	sensitivity.n.02
225	direction.n.02
226	position.n.07
227	stand.n.10
228	tiered_seat.n.01
229	boat_hook.n.01
230	hook.n.05
231	chloroplast.n.01
232	plastid.n.01
233	neckpiece.n.01
234	clothing.n.01
235	ensemble.n.04
236	collection.n.01
237	cortinarius_mutabilis.n.01
238	parasol.n.01
239	shade.n.03
240	octet.n.02
241	musical_organization.n.01
242	achromatic_color.n.01
243	color.n.01
244	anhidrosis.n.01
245	physical_condition.n.01
246	coil.n.02
247	round_shape.n.01
248	protein.n.01
249	macromolecule.n.01
250	zero_coupon_bond.n.01
251	bond.n.02
252	electromagnetic_unit.n.01
253	unit_of_measurement.n.01
254	projectile.n.01
255	weapon.n.01
256	design.n.04
257	decoration.n.01
258	white.n.07
259	writer.n.01
260	churchwarden.n.01
261	church_officer.n.01
262	demon.n.03
263	actor.n.02
264	pigfish.n.02
265	grunt.n.03
266	closed_gentian.n.02
267	gentian.n.01
268	inheritance.n.02
269	transferred_property.n.01
270	botfly.n.01
271	gadfly.n.02
272	plaice.n.01
273	flounder.n.01
274	plowing.n.01
275	tilling.n.01
276	allspice.n.03
277	spice.n.02
278	griseofulvin.n.01
279	antifungal.n.01
280	panchen_lama.n.01
281	lama.n.01
282	sodium-vapor_lamp.n.01
283	lamp.n.01
284	cockpit.n.01
285	compartment.n.02
286	quail.n.02
287	phasianid.n.01
288	cuckoldom.n.01
289	marriage.n.01
290	abettor.n.01
291	accessory.n.03
292	clothespin.n.01
293	fastener.n.02
294	para_rubber.n.01
295	rubber.n.01
296	coffee_filter.n.01
297	filter.n.01
298	slumgullion.n.01
299	stew.n.02
300	stinging_hair.n.01
301	hair.n.03
302	power_tool.n.01
303	tool.n.01
304	anecdote.n.01
305	report.n.02
306	knit.n.03
307	needlework.n.01
308	hood_ornament.n.01
309	adolescent.n.01
310	juvenile.n.01
311	celibacy.n.01
312	condition.n.01
313	percoid_fish.n.01
314	dermoptera.n.01
315	wood_pigeon.n.01
316	pigeon.n.01
317	reward.n.03
318	blessing.n.01
319	connection.n.08
320	transportation.n.02
321	inclination.n.05
322	liking.n.01
323	lacerta.n.01
324	reptile_genus.n.01
325	sling.n.01
326	highball.n.01
327	ribier.n.01
328	vinifera_grape.n.02
329	measure.n.07
330	musical_notation.n.01
331	liberation.n.01
332	accomplishment.n.01
333	shipowner.n.01
334	owner.n.02
335	awkwardness.n.03
336	carriage.n.03
337	cinnamon.n.02
338	laurel.n.01
339	tremella_reticulata.n.01
340	jelly_fungus.n.01
341	dutch_treat.n.01
342	dining.n.01
343	hypocreaceae.n.01
344	striped_gentian.n.01
345	dalmatian.n.01
346	european.n.01
347	monopoly_board.n.01
348	board.n.09
349	vanguard.n.03
350	position.n.03
351	lodge.n.05
352	dwelling.n.01
353	country_house.n.01
354	house.n.01
355	vaccinee.n.01
356	patient.n.01
357	trespass_on_the_case.n.01
358	trespass.n.01
359	nightgown.n.01
360	nightwear.n.01
361	extinction.n.04
362	annihilation.n.02
363	exonuclease.n.01
364	nuclease.n.01
365	dog_food.n.01
366	petfood.n.01
367	check.n.09
368	blemish.n.01
369	conversion.n.04
370	redemption.n.01
371	neckcloth.n.01
372	cravat.n.01
373	scad.n.01
374	carangid_fish.n.01
375	curtailment.n.01
376	shortness.n.04
377	tektite.n.01
378	natural_glass.n.01
379	army_national_guard.n.01
380	national_guard.n.01
381	elastic.n.02
382	fabric.n.01
383	crazy_glue.n.01
384	epoxy.n.01
385	altar.n.02
386	structure.n.01
387	steeplejack.n.01
388	laborer.n.01
389	cox-2_inhibitor.n.01
390	anti-inflammatory.n.01
391	public_library.n.01
392	library.n.02
393	sumo_wrestler.n.01
394	wrestler.n.01
395	quarter.n.02
396	city_district.n.01
397	seamanship.n.01
